primary_type,description,arrest,domestic,beat,district,ward,community_area,year,latitude,longitude,hour,day_of_week,month,season,is_weekend,is_holiday,time_of_day,Is_STR,Is_OTH_STR,loc_desc_cat,pct_housing_crowded,pct_households_below_poverty,pct_age16_unemployed,pct_age25_nohighschool,pct_not_working_age,per_capita_income,hardship_index,population,pop_density,distance_to_police_station,distance_to_park,distance_to_school,distance_to_vacant_building,distance_to_library,crime_category
CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,False,False,2422,24.0,49.0,1.0,2020,42.022062685,-87.67484904,4,4,1,1,0,0,Early Morning,False,True,Transportation_And_Vehicles,7.7,23.6,8.7,18.2,27.5,23939,39.0,55628.0,30232.61,0.0225760582519322,0.000617639362505,0.0030521558187746,0.0368964748986023,0.0153181151908569,non-violent_crime
THEFT,$500 AND UNDER,False,False,1232,12.0,11.0,28.0,2022,41.861105328,-87.649814857,12,3,3,2,0,0,Noon,True,False,Transportation_And_Vehicles,3.8,20.6,10.7,9.6,22.2,44689,15.0,67881.0,11929.88,0.0073982248017862,0.0049467079096326,0.0039245095169421,0.0084147155109577,0.0118775545503683,non-violent_crime
BATTERY,SIMPLE,False,False,1225,12.0,27.0,28.0,2021,41.877469989,-87.67818616,19,4,8,3,0,0,Night,False,True,Residential_Areas,3.8,20.6,10.7,9.6,22.2,44689,15.0,67881.0,11929.88,0.0256919577162263,0.0020201591917331,0.0031857738918214,0.0028793714401702,0.003764641269522,violent_crime
THEFT,RETAIL THEFT,False,False,1213,12.0,1.0,24.0,2021,41.896045119,-87.668997488,13,2,6,3,0,0,Noon,False,True,Commercial_Areas,2.3,14.7,6.6,12.9,21.7,43198,10.0,87781.0,19166.16,0.0266359518785215,0.0041511812170609,0.0033082543090141,0.0166405490122354,0.000711197196707,non-violent_crime
THEFT,$500 AND UNDER,False,False,934,9.0,20.0,61.0,2019,41.797824739,-87.646508594,22,5,9,4,1,0,Night,True,False,Residential_Areas,11.9,29.0,23.0,41.5,38.9,12765,91.0,43628.0,9032.71,0.0164390663789156,0.0051295041375447,0.0042293709430639,0.0001342503587249,0.0090511972740023,non-violent_crime
OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,False,True,2525,25.0,26.0,22.0,2023,41.919102405,-87.717788621,16,4,10,4,0,0,Evening,False,True,Residential_Areas,3.2,16.8,8.2,14.8,26.2,31908,23.0,71665.0,19962.4,0.0204349978162662,0.0048205367614871,0.0017127564387336,0.0012643674480887,0.0150813827241252,non-violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,414,4.0,8.0,43.0,2020,41.752512065,-87.578449047,9,5,10,4,1,0,Morning,False,True,Residential_Areas,2.8,31.1,20.0,14.0,35.7,19398,55.0,53971.0,18420.14,0.0306424359441124,0.0048971373588091,0.0038594465582167,0.0016556243841882,0.0097231931087859,violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,2521,25.0,31.0,19.0,2018,41.926921278,-87.75266797,23,5,12,1,1,0,Night,False,True,Residential_Areas,10.8,18.7,14.6,37.3,37.3,15461,70.0,78116.0,19978.52,0.0153516707443352,0.0034908853343247,0.0084465484738502,0.0052639584158714,0.0120819160605745,violent_crime
ROBBERY,AGGRAVATED VEHICULAR HIJACKING,False,False,834,8.0,18.0,70.0,2022,41.745905751,-87.717745504,1,0,9,4,0,0,Early Morning,True,False,Outdoor_And_Public_Spaces,4.0,10.4,11.7,17.7,36.9,23482,37.0,41098.0,8456.38,0.0342529694623198,0.0019635631669072,0.0008779979729157,0.0049699020539946,0.0074712969298234,violent_crime
BATTERY,SIMPLE,False,False,531,5.0,9.0,49.0,2021,41.691519139,-87.612121962,19,6,5,2,1,0,Night,False,True,Residential_Areas,2.5,19.8,20.3,16.9,41.2,17949,52.0,38816.0,8053.11,0.0077107072029358,0.0022415593403893,0.0038548725105887,0.0023544146318431,0.0066582020529936,violent_crime
NARCOTICS,POSSESS - CRACK,True,False,1112,11.0,27.0,23.0,2022,41.899105026,-87.716739169,0,1,5,2,0,0,Early Morning,False,True,Outdoor_And_Public_Spaces,14.8,33.9,17.3,35.4,38.0,13781,85.0,54165.0,15045.83,0.0278925784305589,0.0027100274875202,0.0048375873906581,0.0015548114575265,0.0112425924955012,non-violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,824,8.0,15.0,63.0,2023,41.789401554,-87.697341208,0,1,10,4,0,0,Early Morning,True,False,Residential_Areas,15.8,23.4,18.2,51.5,38.8,12171,93.0,39540.0,17972.73,0.0155315667215895,0.0105056177358681,0.0084517822186362,0.0009684570561127,0.005266055281196,violent_crime
BATTERY,AGGRAVATED - HANDGUN,False,False,411,4.0,8.0,43.0,2020,41.757630995,-87.585708249,2,5,12,1,1,0,Early Morning,False,True,Outdoor_And_Public_Spaces,2.8,31.1,20.0,14.0,35.7,19398,55.0,53971.0,18420.14,0.0218866205943695,0.0043475825713927,0.0053261565870715,0.002527215802015,0.011241882114247,violent_crime
THEFT,RETAIL THEFT,True,False,924,9.0,12.0,61.0,2019,41.810693516,-87.683929054,18,3,3,2,0,0,Evening,False,True,Commercial_Areas,11.9,29.0,23.0,41.5,38.9,12765,91.0,43628.0,9032.71,0.0386753368942267,0.0090770181485886,0.0077847025516799,0.0014219771306942,0.0067656537570753,non-violent_crime
DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,False,False,1422,14.0,26.0,23.0,2022,41.903718726,-87.71024788,0,4,6,3,0,0,Early Morning,True,False,Residential_Areas,14.8,33.9,17.3,35.4,38.0,13781,85.0,54165.0,15045.83,0.0215861821559162,0.0042507122785487,0.0028281542576518,0.0060550235506396,0.0081300628451439,non-violent_crime
MOTOR VEHICLE THEFT,AUTOMOBILE,True,False,322,3.0,6.0,69.0,2024,41.770128396,-87.615377145,16,3,2,1,0,0,Evening,True,False,Outdoor_And_Public_Spaces,3.6,29.6,23.0,16.5,41.0,17285,66.0,31471.0,8865.07,0.01031477969863,0.0052528913341171,0.0053131388852224,0.003247033195125,0.0130863253642098,non-violent_crime
THEFT,OVER $500,False,False,1834,18.0,42.0,8.0,2020,41.891243826,-87.620225683,8,5,1,1,1,0,Morning,True,False,Unknown,1.9,12.9,7.0,2.5,22.6,88669,1.0,105481.0,38496.72,0.0260534219270318,0.0057959892422983,0.012624082625934,0.0139063330620334,0.0069911585331111,non-violent_crime
ASSAULT,SIMPLE,True,True,1021,10.0,24.0,29.0,2023,41.860116574,-87.714019255,22,3,12,1,0,0,Night,False,True,Residential_Areas,7.4,43.1,21.2,27.6,42.7,12034,87.0,34794.0,10839.25,0.0065998500691272,0.0021789196825398,0.0021381343014658,0.0016874273663176,0.0057649757865721,violent_crime
ROBBERY,ARMED - HANDGUN,False,False,1031,10.0,22.0,30.0,2023,41.843872347,-87.718440499,5,4,3,2,0,0,Early Morning,False,True,Outdoor_And_Public_Spaces,15.2,30.7,15.8,54.8,33.8,10402,96.0,71399.0,15555.34,0.0162888378971621,0.0064356997782311,0.0011012405218699,0.0045946921407704,0.0064513777946185,violent_crime
BURGLARY,FORCIBLE ENTRY,False,False,1611,16.0,41.0,9.0,2022,42.005246424,-87.818805257,9,1,11,4,0,0,Morning,False,True,Residential_Areas,1.1,3.3,6.5,7.4,35.3,40959,8.0,11525.0,10199.12,0.0611812367917955,0.0017387136554975,0.0076838105124929,0.0074213610725132,0.0244916926968915,non-violent_crime
OTHER OFFENSE,HARASSMENT BY TELEPHONE,False,True,631,6.0,6.0,44.0,2018,41.746544828,-87.621261252,19,0,11,4,0,0,Night,False,True,Residential_Areas,3.3,27.8,24.0,14.5,40.3,18881,60.0,31710.0,10749.15,0.0236386106235766,0.0083586450329853,0.0062951317542616,0.0084961389688547,0.0077354431594975,non-violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,1421,14.0,26.0,22.0,2023,41.91654447,-87.702061981,17,0,5,2,0,1,Evening,False,True,Residential_Areas,3.2,16.8,8.2,14.8,26.2,31908,23.0,71665.0,19962.4,0.0064835713745174,0.0037455129465778,0.0023676446771337,0.0049190586359086,0.0071094829035281,violent_crime
THEFT,OVER $500,False,True,713,7.0,16.0,67.0,2021,41.782023593,-87.655828797,21,5,7,3,1,0,Night,True,False,Residential_Areas,4.8,34.4,35.9,26.3,40.7,11317,89.0,29647.0,9411.75,0.0055953138850831,0.0048633732698881,0.0014274960415573,0.0020300666213141,0.0127705354933211,non-violent_crime
CRIMINAL DAMAGE,TO VEHICLE,False,False,1234,12.0,25.0,31.0,2022,41.858175743,-87.671111203,0,2,1,1,0,0,Early Morning,True,False,Transportation_And_Vehicles,9.6,25.8,15.8,40.7,32.6,16444,76.0,33751.0,11519.11,0.0149315457912827,0.0006542739448687,0.0041002299774729,0.0136404196599128,0.0099640196419639,non-violent_crime
ASSAULT,SIMPLE,False,False,722,7.0,6.0,69.0,2020,41.77178664,-87.628339611,8,3,10,4,0,0,Morning,False,True,Residential_Areas,3.6,29.6,23.0,16.5,41.0,17285,66.0,31471.0,8865.07,0.0232179084180472,0.0029139854132385,0.0065322305501407,0.002009224062766,0.0136642089919497,violent_crime
OTHER OFFENSE,HARASSMENT BY TELEPHONE,False,False,1634,16.0,30.0,15.0,2023,41.95325491,-87.760880809,15,4,12,1,0,0,Noon,False,True,Commercial_Areas,4.1,11.6,12.6,19.3,34.0,24336,35.0,63020.0,15954.43,0.0214950826476368,0.0027482273594292,0.0037622711359961,0.0239504726663031,0.0142809023414091,non-violent_crime
BATTERY,AGGRAVATED - HANDGUN,False,False,414,4.0,8.0,43.0,2019,41.758306647,-87.574906598,20,1,4,2,0,0,Night,False,True,Outdoor_And_Public_Spaces,2.8,31.1,20.0,14.0,35.7,19398,55.0,53971.0,18420.14,0.0318933655495229,0.0025277550518036,0.0027938398565006,0.0031426085364581,0.011814679765379,violent_crime
MOTOR VEHICLE THEFT,AUTOMOBILE,False,True,722,7.0,6.0,68.0,2024,41.77619358,-87.638182632,11,0,2,1,0,0,Morning,True,False,Outdoor_And_Public_Spaces,3.8,46.6,28.0,28.5,42.5,11888,94.0,24369.0,7937.79,0.0229632054255609,0.0041759091327447,0.002761430377812,0.0022089809069181,0.0058860138522835,non-violent_crime
CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,False,False,1724,17.0,33.0,16.0,2023,41.959993233,-87.70698656,3,6,6,3,1,0,Early Morning,True,False,Residential_Areas,6.3,13.1,10.0,22.4,31.6,27249,34.0,51940.0,16180.69,0.0219799511026433,0.0083006871493921,0.0017550648481629,0.0022944701749436,0.0142838553697108,violent_crime
ROBBERY,ARMED - HANDGUN,True,False,1911,19.0,47.0,5.0,2022,41.960221115,-87.683795446,3,0,12,1,0,0,Early Morning,True,False,Outdoor_And_Public_Spaces,0.3,7.5,5.2,4.5,26.2,57123,6.0,35114.0,17128.78,0.0213417996558831,0.0015141725016581,0.0046720695271209,0.0100866386488121,0.002889235787993,violent_crime
THEFT,POCKET-PICKING,False,False,1214,12.0,27.0,24.0,2019,41.891214844,-87.645619221,17,3,10,4,0,0,Evening,False,True,Transportation_And_Vehicles,2.3,14.7,6.6,12.9,21.7,43198,10.0,87781.0,19166.16,0.0122386158867018,0.0034719568792685,0.0117786969414094,0.0142641513673611,0.0116766020471498,non-violent_crime
BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,False,False,424,4.0,10.0,46.0,2021,41.736421297,-87.550022573,13,5,1,1,1,0,Noon,False,True,Residential_Areas,4.7,29.8,19.7,26.6,41.1,16579,75.0,27300.0,8173.65,0.0338737194263454,0.0064959974630166,0.0055050708679131,0.001290888534679,0.0061307259938101,violent_crime
THEFT,$500 AND UNDER,False,False,1424,14.0,1.0,24.0,2022,41.908408766,-87.674387231,13,3,1,1,0,0,Noon,False,True,Commercial_Areas,2.3,14.7,6.6,12.9,21.7,43198,10.0,87781.0,19166.16,0.0263273045904408,0.0013510035289546,0.0036785114854434,0.0151120486350071,0.0071083578011887,non-violent_crime
OTHER OFFENSE,OTHER CRIME AGAINST PERSON,False,False,713,7.0,16.0,67.0,2021,41.786794307,-87.661161374,21,5,6,3,1,0,Night,True,False,Outdoor_And_Public_Spaces,4.8,34.4,35.9,26.3,40.7,11317,89.0,29647.0,9411.75,0.0071680193368644,0.0060620773947395,0.0044967382346391,0.0011920827125007,0.0100603013292998,non-violent_crime
THEFT,OVER $500,False,False,2011,20.0,40.0,4.0,2020,41.978877771,-87.703778411,12,5,2,1,1,0,Noon,False,True,Outdoor_And_Public_Spaces,3.4,10.9,8.2,13.4,25.5,37524,17.0,40494.0,15817.97,0.0109545161628411,0.0019471937650787,0.0054834333715998,0.0087020820824066,0.0088839982833537,non-violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,True,True,2512,25.0,29.0,18.0,2023,41.930811531,-87.801741795,1,5,9,4,1,0,Early Morning,False,True,Outdoor_And_Public_Spaces,8.1,15.3,13.8,23.5,38.6,22014,50.0,14401.0,14546.46,0.0381703958806318,0.0066346669559833,0.006174693691225,0.0191759066551438,0.0105022272332889,violent_crime
ASSAULT,SIMPLE,False,False,421,4.0,7.0,43.0,2021,41.754457031,-87.563858238,8,6,2,1,1,0,Morning,False,True,Outdoor_And_Public_Spaces,2.8,31.1,20.0,14.0,35.7,19398,55.0,53971.0,18420.14,0.0435673470692758,0.0078559301027622,0.0066799515380967,0.0037575206836399,0.0080844106320791,violent_crime
ROBBERY,AGGRAVATED VEHICULAR HIJACKING,False,False,313,3.0,20.0,42.0,2022,41.781275961,-87.613225264,22,4,2,1,0,0,Night,False,True,Outdoor_And_Public_Spaces,2.9,30.7,23.4,16.5,36.1,18672,58.0,24425.0,11799.52,0.0166219043305554,0.0051301523656239,0.004217495245347,0.0046841919063016,0.0061832773393399,violent_crime
NARCOTICS,POSS: HEROIN(WHITE),True,False,1112,11.0,37.0,23.0,2020,41.896180932,-87.723657875,17,3,1,1,0,0,Evening,False,True,Outdoor_And_Public_Spaces,14.8,33.9,17.3,35.4,38.0,13781,85.0,54165.0,15045.83,0.0289972111350197,0.003851749886531,0.0030789606580313,0.0007346931519261,0.016933434298399,non-violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,2511,25.0,29.0,18.0,2019,41.934985276,-87.805261102,17,6,7,3,1,0,Evening,False,True,Residential_Areas,8.1,15.3,13.8,23.5,38.6,22014,50.0,14401.0,14546.46,0.0429326680302096,0.0070502486297725,0.0101455530513798,0.0166123296073166,0.0119582089949604,violent_crime
WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,False,False,233,2.0,5.0,41.0,2021,41.796817443,-87.604616457,20,4,10,4,0,0,Night,True,False,Outdoor_And_Public_Spaces,1.5,18.4,8.4,4.3,26.2,39056,14.0,29456.0,18295.65,0.0264199408300094,0.0010803451773885,0.0024712383814293,0.0182933765661958,0.0167235736965979,violent_crime
THEFT,$500 AND UNDER,False,False,1433,14.0,2.0,24.0,2021,41.907233896,-87.670038695,1,3,10,4,0,0,Early Morning,True,False,Residential_Areas,2.3,14.7,6.6,12.9,21.7,43198,10.0,87781.0,19166.16,0.0269835180414348,0.0005916878414802,0.0052567399892203,0.0172831059265872,0.0114207935684519,non-violent_crime
BATTERY,SIMPLE,False,False,511,5.0,9.0,49.0,2018,41.714524235,-87.620384149,16,4,12,1,0,0,Evening,False,True,Outdoor_And_Public_Spaces,2.5,19.8,20.3,16.9,41.2,17949,52.0,38816.0,8053.11,0.0269703150661521,0.0039504740521091,0.0038863663581698,0.0037125394171495,0.0131830436793012,violent_crime
THEFT,OVER $500,False,False,2522,25.0,26.0,20.0,2024,41.917473251,-87.738795194,3,2,5,2,0,1,Early Morning,False,True,Transportation_And_Vehicles,6.9,20.5,13.1,41.6,36.4,15089,71.0,24062.0,20565.81,0.0268033549132892,0.0043801801378389,0.006773276206723,0.0101547331881988,0.0090917515395356,non-violent_crime
THEFT,FROM BUILDING,False,False,112,1.0,42.0,32.0,2019,41.882389156,-87.624374606,14,6,6,3,1,0,Noon,False,True,Commercial_Areas,1.5,14.7,5.7,3.1,13.5,65526,3.0,42298.0,25635.15,0.0242009331704055,0.0046760311915538,0.0086573995081343,0.0043494459396648,0.0065004746205523,non-violent_crime
CRIMINAL DAMAGE,TO VEHICLE,False,False,1932,19.0,2.0,7.0,2023,41.925246375,-87.661433463,0,1,2,1,0,0,Early Morning,False,True,Unknown,0.8,12.3,5.1,3.6,21.5,71551,2.0,70492.0,22307.59,0.0242742355881551,0.0037229953727921,0.0046018963940334,0.0123345305450541,0.0033750902115743,non-violent_crime
CRIMINAL DAMAGE,TO VEHICLE,False,False,633,6.0,8.0,44.0,2024,41.723058613,-87.606296659,4,0,3,2,0,0,Early Morning,False,True,Outdoor_And_Public_Spaces,3.3,27.8,24.0,14.5,40.3,18881,60.0,31710.0,10749.15,0.0303880650883917,0.0056274424094004,0.005574102172707,0.0013581293764083,0.0217464285999942,non-violent_crime
THEFT,$500 AND UNDER,False,False,922,9.0,15.0,63.0,2019,41.80462016,-87.684368169,15,3,6,3,0,0,Noon,False,True,Outdoor_And_Public_Spaces,15.8,23.4,18.2,51.5,38.8,12171,93.0,39540.0,17972.73,0.0342898744218215,0.0038600184835962,0.0032102223307839,0.0023546738745332,0.0077710777831256,non-violent_crime
MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,False,False,2524,25.0,35.0,22.0,2023,41.92911695,-87.725677921,22,4,8,3,0,0,Night,False,True,Outdoor_And_Public_Spaces,3.2,16.8,8.2,14.8,26.2,31908,23.0,71665.0,19962.4,0.0293416264620621,0.001523051119188,0.0065203678809235,0.0066103587565611,0.0208526786725258,non-violent_crime
THEFT,$500 AND UNDER,False,False,414,4.0,8.0,43.0,2019,41.758896683,-87.574492818,12,0,9,4,0,0,Noon,True,False,Outdoor_And_Public_Spaces,2.8,31.1,20.0,14.0,35.7,19398,55.0,53971.0,18420.14,0.0321503021065194,0.0030377302267153,0.0024994735862973,0.0031704736205593,0.0112241246210975,non-violent_crime
ASSAULT,SIMPLE,False,True,413,4.0,8.0,47.0,2022,41.725853795,-87.594480352,15,1,8,3,0,0,Noon,True,False,Residential_Areas,6.8,33.0,18.6,19.3,42.7,12515,79.0,2527.0,4142.62,0.031685734728635,0.0033535491897333,0.0032365263694827,0.0026413499326438,0.0222190437478887,violent_crime
BATTERY,SIMPLE,False,False,1223,12.0,27.0,28.0,2022,41.884347331,-87.681608295,18,5,6,3,1,0,Evening,True,False,Residential_Areas,3.8,20.6,10.7,9.6,22.2,44689,15.0,67881.0,11929.88,0.0261941334531036,0.0028956103685075,0.0031338947586422,0.0047074313646579,0.0040337875361079,violent_crime
ROBBERY,STRONG ARM - NO WEAPON,False,False,1831,18.0,42.0,8.0,2021,41.890287564,-87.628018708,1,5,8,3,1,0,Early Morning,True,False,Outdoor_And_Public_Spaces,1.9,12.9,7.0,2.5,22.6,88669,1.0,105481.0,38496.72,0.0200729290586652,0.0087493921993147,0.00982641062144,0.0108665733014481,0.0085631772215587,violent_crime
BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",True,False,1233,12.0,25.0,31.0,2022,41.858714633,-87.660427092,13,3,8,3,0,0,Noon,False,True,Outdoor_And_Public_Spaces,9.6,25.8,15.8,40.7,32.6,16444,76.0,33751.0,11519.11,0.0054862254768568,0.0022649613226727,0.0018055387946982,0.0109383354819933,0.00133504531107,violent_crime
OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,False,False,1121,11.0,27.0,23.0,2019,41.898219069,-87.712743978,7,1,10,4,0,0,Morning,False,True,Residential_Areas,14.8,33.9,17.3,35.4,38.0,13781,85.0,54165.0,15045.83,0.0256830334986706,0.0037455671078773,0.0064394968872497,0.0007672395976219,0.0072556151513243,non-violent_crime
BATTERY,SIMPLE,False,False,1022,10.0,24.0,29.0,2019,41.865802306,-87.706867809,15,1,5,2,0,0,Noon,False,True,Residential_Areas,7.4,43.1,21.2,27.6,42.7,12034,87.0,34794.0,10839.25,0.0079013710951533,0.0059988016462559,0.005129634994725,0.0013977350356216,0.0035870782014464,violent_crime
THEFT,$500 AND UNDER,False,False,724,7.0,16.0,68.0,2023,41.777854117,-87.650116672,13,6,3,2,1,0,Noon,True,False,Residential_Areas,3.8,46.6,28.0,28.5,42.5,11888,94.0,24369.0,7937.79,0.0109160262257935,0.003847435193375,0.0049552079559433,0.0010422105269722,0.0133948767464918,non-violent_crime
BATTERY,SIMPLE,False,False,513,5.0,34.0,49.0,2019,41.695221499,-87.631219523,15,4,5,2,0,0,Noon,False,True,Outdoor_And_Public_Spaces,2.5,19.8,20.3,16.9,41.2,17949,52.0,38816.0,8053.11,0.0268302060198537,0.0104101446243237,0.004223424833521,0.0020138071143915,0.0131061412532292,violent_crime
DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,False,False,1913,19.0,46.0,3.0,2019,41.966029543,-87.658865072,16,4,5,2,0,0,Evening,False,True,Unknown,3.8,24.0,8.9,11.8,22.2,35787,20.0,57182.0,24647.41,0.0200277334497839,0.0030712229296696,0.0032778798673898,0.0206164562454704,0.0059036255346279,non-violent_crime
BATTERY,SIMPLE,True,False,1112,11.0,27.0,23.0,2023,41.895417017,-87.720888373,5,6,7,3,1,0,Early Morning,False,True,Outdoor_And_Public_Spaces,14.8,33.9,17.3,35.4,38.0,13781,85.0,54165.0,15045.83,0.0267193335924217,0.0047892443654889,0.0030146009283913,0.0013119853497789,0.014520613188447,violent_crime
ASSAULT,SIMPLE,False,False,1922,19.0,46.0,6.0,2023,41.950705452,-87.664419543,20,3,11,4,0,0,Night,True,False,Public_Buildings_And_Infrastructure,1.1,11.4,4.7,2.6,17.0,60058,5.0,103050.0,33028.85,0.0133239304304512,0.0031915810142023,0.0005484030908708,0.0250105337093151,0.0121859479080524,violent_crime
ASSAULT,SIMPLE,False,False,1125,11.0,27.0,28.0,2023,41.876045583,-87.690299486,13,6,9,4,1,0,Noon,True,False,Residential_Areas,3.8,20.6,10.7,9.6,22.2,44689,15.0,67881.0,11929.88,0.0153870958586324,0.0017253996742303,0.0032537170695523,0.0038809669983051,0.0121582528415315,violent_crime
BURGLARY,FORCIBLE ENTRY,True,False,513,5.0,9.0,49.0,2019,41.697613123,-87.622061265,16,3,6,3,0,0,Evening,False,True,Residential_Areas,2.5,19.8,20.3,16.9,41.2,17949,52.0,38816.0,8053.11,0.0182236570370004,0.0071384061195561,0.0052419627859343,0.0025533171899712,0.0050908482201663,non-violent_crime
ASSAULT,SIMPLE,False,False,1423,14.0,26.0,24.0,2019,41.903570031,-87.690736024,18,1,12,1,0,0,Evening,False,True,Residential_Areas,2.3,14.7,6.6,12.9,21.7,43198,10.0,87781.0,19166.16,0.0187754664142076,0.0042248547021587,0.0038828122498674,0.0051869754650421,0.0136415195915365,violent_crime
ASSAULT,SIMPLE,False,False,1922,19.0,47.0,5.0,2020,41.947771496,-87.674316525,16,4,3,2,0,0,Evening,False,True,Public_Buildings_And_Infrastructure,0.3,7.5,5.2,4.5,26.2,57123,6.0,35114.0,17128.78,0.0228075232326562,0.0017502736568274,0.004282675257531,0.0228900973588875,0.0080132465907265,violent_crime
WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,False,False,621,6.0,6.0,69.0,2023,41.757602323,-87.635689456,15,6,5,2,1,0,Noon,False,True,Outdoor_And_Public_Spaces,3.6,29.6,23.0,16.5,41.0,17285,66.0,31471.0,8865.07,0.0101387266972456,0.0034701545549465,0.0030013297444485,0.0028768497512382,0.0183767414083676,violent_crime
CRIMINAL DAMAGE,TO VEHICLE,False,False,715,7.0,15.0,67.0,2019,41.79125211,-87.669369253,0,3,7,3,0,0,Early Morning,True,False,Outdoor_And_Public_Spaces,4.8,34.4,35.9,26.3,40.7,11317,89.0,29647.0,9411.75,0.0143870053795509,0.0038486785393372,0.0026331096517558,0.0005469118001316,0.0120065949284531,non-violent_crime
BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,False,False,1834,18.0,42.0,8.0,2022,41.891749251,-87.623404339,19,3,10,4,0,0,Night,False,True,Outdoor_And_Public_Spaces,1.9,12.9,7.0,2.5,22.6,88669,1.0,105481.0,38496.72,0.0230215116686716,0.0053490761079566,0.010159986838892,0.0130016420630287,0.0057348805457906,violent_crime
BATTERY,SIMPLE,False,False,1612,16.0,41.0,10.0,2022,41.982270338,-87.806941262,21,6,9,4,1,0,Night,False,True,Transportation_And_Vehicles,2.0,5.4,9.0,11.5,39.5,32875,21.0,38303.0,8764.99,0.0416036877838276,0.0050365944833176,0.0063732143590518,0.0292472638777817,0.0083726411107519,violent_crime
BATTERY,SIMPLE,False,False,1811,18.0,2.0,7.0,2021,41.914215467,-87.654120255,18,3,7,3,0,0,Evening,False,True,Outdoor_And_Public_Spaces,0.8,12.3,5.1,3.6,21.5,71551,2.0,70492.0,22307.59,0.0153745556099195,0.0010662966723008,0.0081088306134514,0.0017751162953525,0.0118651222421689,violent_crime
CRIMINAL DAMAGE,TO VEHICLE,False,False,2023,20.0,48.0,77.0,2024,41.977315892,-87.656440092,15,4,1,1,0,0,Noon,False,True,Outdoor_And_Public_Spaces,4.1,18.2,9.2,9.7,23.8,33385,19.0,56296.0,32354.02,0.0269338737860154,0.001613334936606,0.0021309252675375,0.0155620297650643,0.0073211732733845,non-violent_crime
CRIMINAL DAMAGE,TO PROPERTY,False,True,523,5.0,34.0,53.0,2020,41.660147991,-87.640120105,18,2,6,3,0,0,Evening,False,True,Residential_Areas,3.3,25.9,19.4,20.5,42.1,16563,62.0,26104.0,7332.58,0.042254459575433,0.0111914649863161,0.0048479215178249,0.0062018563339571,0.0180181905606458,non-violent_crime
